# CADENCE on-board capture (CPX SPI-flash logger)
# samples=16643  rate_hz=64  duration_s=260.03
# protocol: STILL>WALK>FREEZE>WALK>FREEZE>WALK>FREEZE>WALK>STILL
# analyze: --labels still,walk,freeze,walk,freeze,walk,freeze,walk,still --freeze-phases 2,4,6
idx,t_s,ax_mg,ay_mg,az_mg,phase
0,0.0000,-242,925,-117,0
1,0.0156,-257,914,-132,0
2,0.0312,-265,914,-136,0
3,0.0469,-265,906,-152,0
4,0.0625,-285,925,-132,0
5,0.0781,-230,933,-175,0
6,0.0937,-191,945,-171,0
7,0.1094,-183,937,-136,0
8,0.1250,-191,957,-128,0
9,0.1406,-207,949,-148,0
10,0.1562,-210,925,-171,0
11,0.1719,-199,941,-160,0
12,0.1875,-187,953,-140,0
13,0.2031,-160,945,-164,0
14,0.2187,-203,929,-167,0
15,0.2344,-187,941,-164,0
16,0.2500,-207,925,-175,0
17,0.2656,-191,925,-74,0
18,0.2812,-214,925,-183,0
19,0.2969,-195,964,-136,0
20,0.3125,-160,953,-113,0
21,0.3281,-152,945,-187,0
22,0.3437,-207,937,-132,0
23,0.3594,-199,937,-160,0
24,0.3750,-187,945,-113,0
25,0.3906,-222,925,-164,0
26,0.4062,-199,929,-125,0
27,0.4219,-207,910,-156,0
28,0.4375,-214,941,-171,0
29,0.4531,-207,937,-121,0
30,0.4687,-183,949,-144,0
31,0.4844,-210,929,-128,0
32,0.5000,-195,949,-140,0
33,0.5156,-187,933,-164,0
34,0.5312,-203,933,-125,0
35,0.5469,-199,949,-85,0
36,0.5625,-179,925,-179,0
37,0.5781,-199,925,-125,0
38,0.5937,-210,917,-113,0
39,0.6094,-187,941,-175,0
40,0.6250,-171,917,-125,0
41,0.6406,-207,921,-113,0
42,0.6562,-214,933,-148,0
43,0.6719,-214,957,-140,0
44,0.6875,-226,921,-152,0
45,0.7031,-230,957,-136,0
46,0.7187,-179,925,-62,0
47,0.7344,-171,972,-93,0
48,0.7500,-273,878,-183,0
49,0.7656,-281,953,-144,0
50,0.7812,-191,933,-113,0
51,0.7969,-144,914,-136,0
52,0.8125,-152,964,-226,0
53,0.8281,-152,968,-164,0
54,0.8438,-175,988,-218,0
55,0.8594,-203,953,-160,0
56,0.8750,-183,964,-144,0
57,0.8906,-187,949,-74,0
58,0.9063,-246,921,-140,0
59,0.9219,-238,949,-66,0
60,0.9375,-242,941,-85,0
61,0.9531,-265,933,-93,0
62,0.9688,-218,957,-125,0
63,0.9844,-203,941,-93,0
64,1.0000,-207,949,-54,0
65,1.0156,-210,941,-117,0
66,1.0313,-191,964,-136,0
67,1.0469,-183,937,-93,0
68,1.0625,-207,890,-70,0
69,1.0781,-199,906,-89,0
70,1.0938,-164,894,-19,0
71,1.1094,-292,980,-136,0
72,1.1250,-628,1156,-273,0
73,1.1406,-750,1265,-281,0
74,1.1563,-859,1355,-609,0
75,1.1719,-796,1113,-746,0
76,1.1875,-742,1152,-558,0
77,1.2031,-593,914,-171,0
78,1.2188,-871,722,-292,0
79,1.2344,-917,417,-386,0
80,1.2500,-996,648,-625,0
81,1.2656,-1085,710,-601,0
82,1.2813,-968,683,-804,0
83,1.2969,-687,753,-972,0
84,1.3125,-742,703,-964,0
85,1.3281,-671,710,-972,0
86,1.3438,-683,800,-945,0
87,1.3594,-683,824,-968,0
88,1.3750,-718,851,-1042,0
89,1.3906,-628,890,-972,0
90,1.4063,-589,875,-1003,0
91,1.4219,-410,894,-953,0
92,1.4375,-347,871,-921,0
93,1.4531,-335,871,-804,0
