# CADENCE on-board capture (CPX SPI-flash logger)
# samples=5950  rate_hz=64  duration_s=92.97
# protocol: STILL>WALK>FREEZE>WALK>FREEZE>WALK>FREEZE>WALK>STILL
# analyze: --labels still,walk,freeze,walk,freeze,walk,freeze,walk,still --freeze-phases 2,4,6
idx,t_s,ax_mg,ay_mg,az_mg,phase
0,0.0000,1214,-35,-781,0
1,0.0156,1250,-167,-707,0
2,0.0312,1234,-148,-757,0
3,0.0469,1433,-74,-718,0
4,0.0625,1542,-125,-929,0
5,0.0781,1601,-382,-972,0
6,0.0937,1691,-785,-699,0
7,0.1094,1660,-1199,-707,0
8,0.1250,1406,-1406,-1035,0
9,0.1406,1257,-1546,-1070,0
10,0.1562,937,-1753,-851,0
11,0.1719,976,-1535,-746,0
12,0.1875,1078,-578,-54,0
13,0.2031,1515,1371,1906,0
14,0.2187,1714,1976,390,0
15,0.2344,722,503,-667,0
16,0.2500,1550,46,-246,0
17,0.2656,1562,-839,-804,0
18,0.2812,1066,160,-605,0
19,0.2969,1003,574,-269,0
20,0.3125,832,269,-132,0
21,0.3281,746,132,-406,0
22,0.3437,957,167,-273,0
23,0.3594,1707,-167,-238,0
24,0.3750,855,144,-386,0
25,0.3906,867,171,-359,0
26,0.4062,972,117,-421,0
27,0.4219,953,117,-320,0
28,0.4375,910,128,-347,0
29,0.4531,824,191,-390,0
30,0.4687,847,289,-265,0
31,0.4844,898,214,-292,0
32,0.5000,894,144,-269,0
33,0.5156,878,140,-343,0
34,0.5312,882,152,-398,0
35,0.5469,882,164,-320,0
36,0.5625,875,148,-269,0
37,0.5781,847,156,-316,0
38,0.5937,820,171,-355,0
39,0.6094,878,164,-308,0
40,0.6250,890,183,-296,0
41,0.6406,843,132,-429,0
42,0.6562,875,164,-406,0
43,0.6719,960,93,-410,0
44,0.6875,910,156,-398,0
45,0.7031,972,152,-449,0
46,0.7187,957,148,-539,0
47,0.7344,1101,167,-519,0
48,0.7500,1179,-54,-429,0
49,0.7656,1121,7,-335,0
50,0.7812,1207,54,-429,0
51,0.7969,1300,203,-542,0
52,0.8125,1343,214,-507,0
53,0.8281,1406,289,-519,0
54,0.8438,1441,570,-550,0
55,0.8594,1839,621,-347,0
56,0.8750,2074,445,-359,0
57,0.8906,1503,226,-371,0
58,0.9063,1343,11,-542,0
59,0.9219,753,-199,-421,0
60,0.9375,601,-238,-359,0
61,0.9531,675,613,-179,0
62,0.9688,671,554,136,0
63,0.9844,281,523,417,0
64,1.0000,273,828,156,0
65,1.0156,507,949,171,0
66,1.0313,671,238,195,0
67,1.0469,808,3,164,0
68,1.0625,843,46,125,0
69,1.0781,890,93,3,0
70,1.0938,933,27,-3,0
71,1.1094,1222,-234,-70,0
72,1.1250,1164,-23,-31,0
73,1.1406,1234,-101,-93,0
74,1.1563,1296,-226,-109,0
75,1.1719,1328,-171,-175,0
76,1.1875,1367,-58,-257,0
77,1.2031,1375,-117,-367,0
78,1.2188,1738,-261,-363,0
79,1.2344,1769,-351,-375,0
80,1.2500,1757,-476,-449,0
81,1.2656,1714,-656,-507,0
82,1.2813,1453,-769,-300,0
83,1.2969,1425,-953,-246,0
84,1.3125,1285,-1042,-386,0
85,1.3281,996,-1074,-488,0
86,1.3438,957,-1203,-531,0
87,1.3594,1074,-1285,-644,0
88,1.3750,855,-968,-539,0
89,1.3906,972,621,402,0
90,1.4063,1234,2585,582,0
91,1.4219,972,1093,-183,0
92,1.4375,1316,66,-300,0
93,1.4531,1406,-42,-433,0
94,1.4688,1285,-15,-421,0
95,1.4844,1039,238,-289,0
96,1.5000,664,402,-332,0
97,1.5156,707,277,-503,0
98,1.5313,1003,250,-296,0
99,1.5469,1281,-226,-316,0
100,1.5625,699,187,-226,0
101,1.5781,917,238,-304,0
102,1.5938,964,242,-335,0
103,1.6094,890,164,-437,0
104,1.6250,855,97,-363,0
105,1.6406,855,152,-363,0
106,1.6563,863,179,-312,0
107,1.6719,886,203,-218,0
108,1.6875,855,175,-273,0
109,1.7031,871,253,-332,0
110,1.7188,933,261,-449,0
111,1.7344,851,101,-449,0
112,1.7500,871,136,-394,0
113,1.7656,878,113,-343,0
114,1.7813,953,210,-289,0
115,1.7969,871,187,-371,0
116,1.8125,886,156,-363,0
117,1.8281,898,117,-339,0
118,1.8438,847,42,-457,0
119,1.8594,906,15,-417,0
120,1.8750,855,23,-472,0
121,1.8906,886,46,-351,0
122,1.9063,847,125,-382,0
123,1.9219,882,109,-359,0
124,1.9375,945,58,-445,0
