# LOGGING FINISHED
# samples=257  rate_hz=64  duration_s=4.02
# phase boundaries (sample idx): 0 96
idx,t_s,ax_mg,ay_mg,az_mg,phase
172,2.6875,-231,-34,-953,1
173,2.7031,-236,-40,-988,1
174,2.7188,-234,-26,-990,1
175,2.7344,-238,-36,-965,1
176,2.7500,-230,-34,-969,1
177,2.7656,-236,-39,-1005,1
178,2.7812,-232,-38,-1004,1
179,2.7969,-231,-29,-979,1
180,2.8125,-236,-36,-978,1
181,2.8281,-232,-38,-954,1
182,2.8438,-230,-42,-962,1
183,2.8594,-238,-45,-974,1
184,2.8750,-235,-44,-902,1
185,2.8906,-239,-37,-988,1
186,2.9062,-232,-33,-959,1
187,2.9219,-234,-30,-906,1
188,2.9375,-230,-32,-969,1
189,2.9531,-233,-44,-941,1
190,2.9688,-241,-33,-993,1
191,2.9844,-233,-37,-962,1
192,3.0000,-240,-18,-963,1
193,3.0156,-235,-39,-981,1
194,3.0312,-232,-38,-1017,1
195,3.0469,-229,-36,-934,1
196,3.0625,-232,-39,-991,1
197,3.0781,-242,-19,-992,1
198,3.0938,-236,-35,-977,1
199,3.1094,-233,-45,-991,1
200,3.1250,-236,-34,-1038,1
201,3.1406,-237,-32,-1010,1
202,3.1562,-237,-39,-988,1
203,3.1719,-234,-42,-1018,1
204,3.1875,-230,-34,-1005,1
205,3.2031,-248,-31,-975,1
206,3.2188,-230,-39,-930,1
207,3.2344,-234,-39,-971,1
208,3.2500,-235,-40,-982,1
209,3.2656,-237,-39,-963,1
210,3.2812,-224,-35,-973,1
211,3.2969,-234,-39,-934,1
212,3.3125,-232,-32,-906,1
213,3.3281,-237,-34,-962,1
214,3.3438,-230,-39,-953,1
215,3.3594,-254,-32,-968,1
216,3.3750,-235,-37,-990,1
217,3.3906,-234,-42,-1023,1
218,3.4062,-238,-41,-1000,1
219,3.4219,-239,-26,-955,1
220,3.4375,-252,-38,-964,1
221,3.4531,-238,-36,-979,1
222,3.4688,-234,-32,-993,1
223,3.4844,-234,-39,-990,1
224,3.5000,-233,-44,-940,1
225,3.5156,-239,-37,-990,1
226,3.5312,-229,-38,-958,1
227,3.5469,-229,-34,-958,1
228,3.5625,-239,-34,-1012,1
229,3.5781,-233,-37,-955,1
230,3.5938,-209,-30,-999,1
231,3.6094,-226,-45,-939,1
232,3.6250,-232,-29,-968,1
233,3.6406,-232,-33,-983,1
234,3.6562,-232,-44,-984,1
235,3.6719,-221,-44,-988,1
236,3.6875,-235,-39,-958,1
237,3.7031,-233,-31,-1003,1
238,3.7188,-232,-35,-966,1
239,3.7344,-242,-44,-942,1
240,3.7500,-230,-48,-945,1
241,3.7656,-234,-51,-943,1
242,3.7812,-229,-36,-940,1
243,3.7969,-232,-43,-962,1
244,3.8125,-232,-42,-968,1
245,3.8281,-235,-30,-994,1
246,3.8438,-230,-39,-1000,1
247,3.8594,-234,-34,-978,1
248,3.8750,-232,-33,-998,1
249,3.8906,-231,-42,-948,1
250,3.9062,-252,-8,-943,1
251,3.9219,-212,-37,-970,1
252,3.9375,-229,-22,-978,1
253,3.9531,-239,-38,-986,1
254,3.9688,-234,-33,-973,1
255,3.9844,-238,-35,-995,1
256,4.0000,-237,-32,-987,1
