# CADENCE free-form capture (CPX SPI-flash logger, on-device inference)
# samples=2044  rate_hz=64  duration_s=31.94
# phase = device-inferred state: 0=still  1=walk  2=freeze
# analyze: --labels still,walk,freeze --freeze-phases 2
idx,t_s,ax_mg,ay_mg,az_mg,phase
0,0.0000,-167,261,714,1
1,0.0156,-191,214,710,1
2,0.0312,-214,242,781,1
3,0.0469,-378,308,886,1
4,0.0625,-382,359,976,1
5,0.0781,-382,378,1015,1
6,0.0937,-375,382,941,1
7,0.1094,-273,335,812,1
8,0.1250,-261,308,863,1
9,0.1406,-238,285,871,1
10,0.1562,-242,269,839,1
11,0.1719,-246,300,839,1
12,0.1875,-242,328,878,1
13,0.2031,-234,351,941,1
14,0.2187,-214,339,953,1
15,0.2344,-214,335,976,1
16,0.2500,-117,296,914,1
17,0.2656,-125,292,890,1
18,0.2812,-148,273,949,1
19,0.2969,-136,242,875,1
20,0.3125,-109,226,917,1
21,0.3281,-105,218,953,1
22,0.3437,-89,222,960,1
23,0.3594,-93,230,917,1
24,0.3750,-89,191,917,1
25,0.3906,-93,175,914,1
26,0.4062,-89,136,921,1
27,0.4219,-89,199,968,1
28,0.4375,-82,199,976,1
29,0.4531,-70,195,945,1
30,0.4687,-27,171,878,1
31,0.4844,-89,136,929,1
32,0.5000,-160,187,1000,1
33,0.5156,-175,207,1015,1
34,0.5312,-171,242,1074,1
35,0.5469,-128,226,964,1
36,0.5625,-128,238,980,1
37,0.5781,-113,218,941,1
38,0.5937,-140,250,937,1
39,0.6094,-132,214,910,1
40,0.6250,-121,246,855,1
41,0.6406,-152,261,875,1
42,0.6562,-171,273,867,1
43,0.6719,-203,273,925,1
44,0.6875,-238,308,902,1
45,0.7031,-269,328,957,1
46,0.7187,-300,324,941,1
47,0.7344,-308,304,859,1
48,0.7500,-289,289,781,1
49,0.7656,-234,308,765,1
50,0.7812,-246,312,796,1
51,0.7969,-246,324,785,1
52,0.8125,-308,316,843,1
53,0.8281,-300,343,808,1
54,0.8438,-328,382,871,1
55,0.8594,-308,375,820,1
56,0.8750,-269,335,726,1
57,0.8906,-242,320,769,1
58,0.9063,-292,320,757,1
59,0.9219,-257,328,761,1
60,0.9375,-269,347,839,1
61,0.9531,-265,359,792,1
62,0.9688,-257,343,804,1
63,0.9844,-234,343,839,1
64,1.0000,-257,355,917,1
65,1.0156,-191,343,863,1
66,1.0313,-199,328,851,1
67,1.0469,-175,250,832,1
68,1.0625,-191,296,902,1
69,1.0781,-187,285,882,1
70,1.0938,-144,281,894,1
71,1.1094,-175,261,917,1
72,1.1250,-207,296,964,1
73,1.1406,-191,281,1003,1
74,1.1563,-210,281,976,1
75,1.1719,-238,273,988,1
76,1.1875,-222,257,957,1
77,1.2031,-226,261,960,1
78,1.2188,-230,226,914,1
79,1.2344,-210,226,910,1
80,1.2500,-203,226,964,1
81,1.2656,-191,234,906,1
82,1.2813,-164,195,933,1
83,1.2969,-144,132,886,1
84,1.3125,-136,113,886,1
85,1.3281,-121,113,835,1
86,1.3438,-105,140,828,1
87,1.3594,-97,164,851,1
88,1.3750,-117,179,925,1
89,1.3906,-117,191,988,1
90,1.4063,-109,136,957,1
91,1.4219,-101,132,878,1
92,1.4375,-144,128,914,1
93,1.4531,-242,167,1046,1
94,1.4688,-250,238,1082,1
95,1.4844,-257,277,1113,1
96,1.5000,-195,242,1015,1
97,1.5156,-187,308,1035,1
98,1.5313,-140,292,964,1
99,1.5469,-175,246,945,1
100,1.5625,-203,269,878,1
101,1.5781,-292,312,1023,1
102,1.5938,-304,308,976,1
103,1.6094,-261,375,910,1
104,1.6250,-289,394,972,1
105,1.6406,-308,402,929,1
106,1.6563,-308,417,933,1
107,1.6719,-289,359,843,1
108,1.6875,-250,320,789,1
109,1.7031,-234,351,714,1
110,1.7188,-210,335,703,1
111,1.7344,-187,332,703,1
112,1.7500,-250,316,703,1
113,1.7656,-281,289,722,1
114,1.7813,-324,347,734,1
115,1.7969,-277,332,714,1
116,1.8125,-265,324,722,1
117,1.8281,-289,332,726,1
118,1.8438,-281,351,839,1
119,1.8594,-292,332,824,1
120,1.8750,-269,339,792,1
121,1.8906,-250,312,824,1
122,1.9063,-253,343,785,1
123,1.9219,-250,355,910,1
124,1.9375,-253,363,898,1
125,1.9531,-277,367,894,1
126,1.9688,-257,378,898,1
127,1.9844,-246,394,945,1
128,2.0000,-203,316,871,1
129,2.0156,-179,320,867,1
130,2.0312,-175,312,863,1
131,2.0469,-210,312,871,1
132,2.0625,-183,328,886,1
133,2.0781,-175,332,921,1
134,2.0937,-164,324,949,1
135,2.1094,-171,296,957,1
136,2.1250,-187,265,910,1
137,2.1406,-164,257,976,1
138,2.1562,-148,238,890,1
139,2.1719,-175,234,917,1
140,2.1875,-175,222,957,1
141,2.2031,-179,210,878,1
142,2.2187,-183,207,882,1
143,2.2344,-156,187,914,1
144,2.2500,-175,128,867,1
145,2.2656,-164,93,824,1
146,2.2812,-191,58,816,1
147,2.2969,-187,58,824,1
148,2.3125,-175,35,757,1
149,2.3281,-164,46,789,1
150,2.3437,-183,62,796,1
151,2.3594,-175,171,839,1
152,2.3750,-246,113,1000,1
153,2.3906,-285,132,988,1
154,2.4062,-273,175,1035,1
155,2.4219,-257,234,1050,1
156,2.4375,-253,257,1082,1
157,2.4531,-238,292,1035,1
158,2.4687,-253,289,1023,1
159,2.4844,-226,296,1066,1
160,2.5000,-277,320,1078,1
161,2.5156,-273,335,1093,1
162,2.5312,-269,324,1054,1
163,2.5469,-250,312,1078,1
164,2.5625,-242,335,980,1
165,2.5781,-222,367,996,1
166,2.5937,-191,343,945,1
167,2.6094,-203,277,882,1
168,2.6250,-222,273,933,1
