# CADENCE free-form capture (CPX SPI-flash logger, on-device inference)
# samples=4620  rate_hz=64  duration_s=72.19
# phase = device-inferred state: 0=still  1=walk  2=freeze
# analyze: --labels still,walk,freeze --freeze-phases 2
idx,t_s,ax_mg,ay_mg,az_mg,phase
0,0.0000,-246,-937,23,1
1,0.0156,-250,-957,27,1
2,0.0312,-238,-960,0,1
3,0.0469,-246,-957,-7,1
4,0.0625,-242,-960,46,1
5,0.0781,-242,-964,11,1
6,0.0937,-230,-984,7,1
7,0.1094,-246,-964,46,1
8,0.1250,-257,-964,7,1
9,0.1406,-246,-953,-3,1
10,0.1562,-253,-953,19,1
11,0.1719,-246,-945,46,1
12,0.1875,-246,-949,19,1
13,0.2031,-250,-964,62,1
14,0.2187,-222,-972,0,1
15,0.2344,-230,-964,78,1
16,0.2500,-238,-957,35,1
17,0.2656,-242,-957,54,1
18,0.2812,-250,-964,19,1
19,0.2969,-250,-992,7,1
20,0.3125,-238,-964,15,1
21,0.3281,-250,-964,58,1
22,0.3437,-246,-960,23,1
23,0.3594,-246,-968,54,1
24,0.3750,-261,-953,54,1
25,0.3906,-261,-953,78,1
26,0.4062,-257,-960,7,1
27,0.4219,-261,-957,54,1
28,0.4375,-273,-957,66,1
29,0.4531,-285,-960,19,1
30,0.4687,-257,-960,-3,1
31,0.4844,-265,-960,19,1
32,0.5000,-253,-957,35,1
33,0.5156,-242,-968,3,1
34,0.5312,-250,-964,23,1
35,0.5469,-257,-953,62,1
36,0.5625,-238,-945,54,1
37,0.5781,-250,-953,11,1
38,0.5937,-246,-957,11,1
39,0.6094,-253,-941,27,1
40,0.6250,-250,-964,15,1
41,0.6406,-250,-960,58,1
42,0.6562,-238,-968,-11,1
43,0.6719,-242,-960,54,1
44,0.6875,-242,-964,58,1
45,0.7031,-242,-957,42,1
46,0.7187,-226,-953,-23,1
47,0.7344,-242,-968,-15,1
48,0.7500,-242,-960,23,1
49,0.7656,-234,-964,-15,1
50,0.7812,-230,-976,7,1
51,0.7969,-246,-976,7,1
52,0.8125,-226,-972,31,1
53,0.8281,-250,-957,50,1
54,0.8438,-246,-972,7,1
55,0.8594,-253,-957,74,1
56,0.8750,-246,-964,54,1
57,0.8906,-238,-953,46,1
58,0.9063,-246,-964,39,1
59,0.9219,-238,-976,85,1
60,0.9375,-242,-945,78,1
61,0.9531,-234,-968,62,1
62,0.9688,-242,-972,62,1
63,0.9844,-238,-976,39,1
64,1.0000,-242,-968,50,1
65,1.0156,-234,-972,58,1
66,1.0313,-257,-949,-3,1
67,1.0469,-246,-949,-7,1
68,1.0625,-242,-957,89,1
69,1.0781,-238,-949,82,1
70,1.0938,-253,-968,78,1
71,1.1094,-265,-964,50,1
72,1.1250,-242,-957,-15,1
73,1.1406,-253,-953,23,1
74,1.1563,-246,-953,35,1
75,1.1719,-242,-968,7,1
76,1.1875,-246,-964,31,1
77,1.2031,-246,-953,42,1
78,1.2188,-250,-972,78,1
79,1.2344,-238,-964,54,1
80,1.2500,-234,-953,54,1
81,1.2656,-250,-953,31,1
82,1.2813,-230,-945,-15,1
83,1.2969,-238,-964,15,1
84,1.3125,-234,-945,62,1
85,1.3281,-230,-972,-7,1
86,1.3438,-250,-957,27,1
87,1.3594,-261,-949,-7,1
88,1.3750,-230,-976,-3,1
89,1.3906,-238,-976,35,1
90,1.4063,-250,-964,27,1
91,1.4219,-234,-964,50,1
92,1.4375,-234,-949,-11,1
93,1.4531,-234,-957,3,1
94,1.4688,-250,-960,46,1
95,1.4844,-246,-960,42,1
96,1.5000,-242,-949,58,1
97,1.5156,-238,-964,35,1
98,1.5313,-238,-976,58,1
99,1.5469,-238,-953,7,1
100,1.5625,-250,-960,31,1
101,1.5781,-234,-953,70,1
102,1.5938,-250,-980,-15,1
103,1.6094,-242,-964,54,1
104,1.6250,-238,-960,31,1
105,1.6406,-234,-960,27,1
106,1.6563,-234,-960,19,1
107,1.6719,-242,-957,11,1
108,1.6875,-253,-960,15,1
109,1.7031,-246,-964,54,1
110,1.7188,-246,-957,35,1
111,1.7344,-242,-964,23,1
112,1.7500,-238,-980,62,1
113,1.7656,-242,-964,15,1
114,1.7813,-238,-964,31,1
115,1.7969,-238,-957,27,1
116,1.8125,-246,-957,15,1
117,1.8281,-230,-984,0,1
118,1.8438,-250,-968,35,1
119,1.8594,-238,-972,35,1
120,1.8750,-238,-960,-7,1
121,1.8906,-226,-968,-27,1
122,1.9063,-234,-968,46,1
123,1.9219,-230,-953,82,1
124,1.9375,-234,-960,42,1
125,1.9531,-250,-960,27,1
126,1.9688,-242,-957,39,1
127,1.9844,-230,-957,66,1
128,2.0000,-250,-964,46,0
129,2.0156,-238,-957,117,0
130,2.0312,-238,-968,42,0
131,2.0469,-226,-953,58,0
132,2.0625,-226,-964,3,0
133,2.0781,-234,-964,23,0
134,2.0937,-238,-957,7,0
135,2.1094,-230,-964,-15,0
136,2.1250,-226,-968,23,0
137,2.1406,-253,-968,7,0
138,2.1562,-242,-972,46,0
139,2.1719,-238,-968,42,0
140,2.1875,-242,-972,-3,0
141,2.2031,-246,-964,7,0
142,2.2187,-230,-941,54,0
143,2.2344,-230,-960,19,0
144,2.2500,-238,-957,23,0
145,2.2656,-246,-976,39,0
146,2.2812,-242,-968,0,0
147,2.2969,-234,-960,27,0
148,2.3125,-238,-960,11,0
149,2.3281,-242,-964,0,0
150,2.3437,-246,-972,15,0
151,2.3594,-242,-949,42,0
152,2.3750,-250,-949,42,0
153,2.3906,-250,-980,11,0
154,2.4062,-242,-953,35,0
155,2.4219,-242,-964,27,0
156,2.4375,-242,-957,42,0
157,2.4531,-234,-964,0,0
158,2.4687,-234,-968,27,0
159,2.4844,-230,-968,11,0
160,2.5000,-234,-968,23,0
161,2.5156,-230,-957,-3,0
162,2.5312,-234,-976,31,0
163,2.5469,-246,-968,-3,0
