# CADENCE on-board capture (CPX SPI-flash logger)
# samples=2009  rate_hz=64  duration_s=31.39
# protocol: STILL>WALK>FREEZE>WALK>FREEZE>WALK>FREEZE>WALK>STILL
# analyze: --labels still,walk,freeze,walk,freeze,walk,freeze,walk,still --freeze-phases 2,4,6
idx,t_s,ax_mg,ay_mg,az_mg,phase
0,0.0000,257,-1015,-214,0
1,0.0156,304,-1132,-277,0
2,0.0312,312,-1394,-253,0
3,0.0469,593,-1417,-433,0
4,0.0625,468,-1398,-511,0
5,0.0781,343,-1273,-617,0
6,0.0937,335,-1218,-687,0
7,0.1094,234,-1164,-464,0
8,0.1250,-175,-1121,-207,0
9,0.1406,-195,-1152,-246,0
10,0.1562,-70,-1054,-183,0
11,0.1719,-3,-1019,-218,0
12,0.1875,109,-925,-210,0
13,0.2031,93,-917,-164,0
14,0.2187,136,-843,-175,0
15,0.2344,164,-804,-207,0
16,0.2500,78,-859,-246,0
17,0.2656,46,-875,-238,0
18,0.2812,19,-890,-253,0
19,0.2969,11,-910,-199,0
20,0.3125,74,-910,-164,0
21,0.3281,78,-882,-109,0
22,0.3437,11,-910,-148,0
23,0.3594,50,-863,-136,0
24,0.3750,74,-820,-136,0
25,0.3906,3,-828,-74,0
26,0.4062,-23,-816,-125,0
27,0.4219,50,-816,-66,0
28,0.4375,19,-816,-105,0
29,0.4531,31,-808,-70,0
30,0.4687,42,-820,-125,0
31,0.4844,74,-824,-35,0
32,0.5000,89,-820,-66,0
33,0.5156,89,-875,-54,0
34,0.5312,70,-925,-3,0
35,0.5469,35,-984,11,0
36,0.5625,78,-1031,-50,0
37,0.5781,39,-1105,-58,0
38,0.5937,-15,-1160,-74,0
39,0.6094,3,-1167,-136,0
40,0.6250,-66,-1203,-226,0
41,0.6406,-140,-1238,-292,0
42,0.6562,-148,-1238,-316,0
43,0.6719,-363,-1378,-386,0
44,0.6875,-46,-1218,-464,0
45,0.7031,179,-1101,-476,0
46,0.7187,164,-1148,-316,0
47,0.7344,-7,-1199,-289,0
48,0.7500,-171,-1238,-253,0
49,0.7656,-324,-1222,-250,0
50,0.7812,-476,-1238,-328,0
51,0.7969,-707,-1187,-304,0
52,0.8125,-554,-1101,-425,0
53,0.8281,-828,-1488,-292,0
54,0.8438,-757,-1210,-425,0
55,0.8594,503,-1011,-496,0
56,0.8750,1445,-785,-460,0
57,0.8906,1460,-1281,-19,0
58,0.9063,968,-1078,-105,0
59,0.9219,515,-851,-171,0
60,0.9375,531,-1082,-660,0
61,0.9531,566,-1261,-718,0
62,0.9688,308,-1101,-601,0
63,0.9844,93,-945,-246,0
64,1.0000,371,-851,31,0
65,1.0156,617,-820,109,0
66,1.0313,421,-882,-11,0
67,1.0469,367,-898,11,0
68,1.0625,402,-843,-35,0
69,1.0781,441,-925,-160,0
70,1.0938,457,-929,-97,0
71,1.1094,421,-984,-222,0
72,1.1250,285,-984,-207,0
73,1.1406,328,-980,-132,0
74,1.1563,332,-953,-160,0
75,1.1719,312,-976,-144,0
76,1.1875,285,-984,-148,0
77,1.2031,269,-984,-144,0
78,1.2188,257,-976,-214,0
79,1.2344,285,-972,-156,0
80,1.2500,328,-933,-128,0
81,1.2656,316,-953,-54,0
82,1.2813,277,-937,-113,0
83,1.2969,281,-972,-89,0
84,1.3125,265,-988,-85,0
85,1.3281,269,-972,-85,0
86,1.3438,273,-980,-101,0
87,1.3594,250,-988,-121,0
88,1.3750,257,-984,-85,0
89,1.3906,207,-992,-167,0
90,1.4063,226,-972,-191,0
91,1.4219,195,-1000,-125,0
92,1.4375,183,-1000,-179,0
93,1.4531,187,-1000,-89,0
94,1.4688,191,-1000,-132,0
95,1.4844,203,-1078,-199,0
96,1.5000,195,-1175,-207,0
97,1.5156,394,-1261,-191,0
98,1.5313,355,-1218,-324,0
99,1.5469,179,-1207,-398,0
100,1.5625,304,-1285,-398,0
101,1.5781,441,-1226,-292,0
102,1.5938,441,-1246,-238,0
103,1.6094,460,-1187,-183,0
104,1.6250,277,-1128,-62,0
105,1.6406,148,-1105,66,0
106,1.6563,58,-1097,136,0
107,1.6719,-42,-1062,171,0
108,1.6875,269,-851,-187,0
109,1.7031,363,-867,238,0
110,1.7188,117,-769,218,0
111,1.7344,648,-656,281,0
112,1.7500,484,-753,128,0
113,1.7656,378,-781,70,0
114,1.7813,328,-761,101,0
115,1.7969,250,-773,93,0
116,1.8125,214,-796,58,0
117,1.8281,160,-824,31,0
118,1.8438,113,-894,31,0
119,1.8594,27,-925,35,0
120,1.8750,7,-964,-23,0
121,1.8906,23,-988,3,0
122,1.9063,82,-1023,3,0
123,1.9219,93,-1046,-11,0
124,1.9375,105,-1089,-27,0
125,1.9531,128,-1187,-78,0
126,1.9688,136,-1164,-93,0
127,1.9844,171,-1207,-167,0
128,2.0000,121,-1253,-89,0
129,2.0156,136,-1296,-117,0
130,2.0312,140,-1335,-66,0
131,2.0469,93,-1332,-15,0
132,2.0625,50,-1320,-82,0
133,2.0781,27,-1265,-164,0
134,2.0937,46,-1226,-234,0
135,2.1094,-171,-1210,-257,0
136,2.1250,-222,-1160,-414,0
137,2.1406,-281,-1167,-382,0
138,2.1562,-492,-1109,-394,0
139,2.1719,-445,-1089,-414,0
140,2.1875,-425,-1074,-312,0
141,2.2031,-320,-1089,-148,0
142,2.2187,-250,-1046,-136,0
143,2.2344,496,-1421,285,0
144,2.2500,3250,97,-1054,0
145,2.2656,-35,-2117,-289,0
146,2.2812,-1453,-1320,148,0
147,2.2969,839,-792,-58,0
148,2.3125,386,-984,-42,0
149,2.3281,105,-957,-66,0
150,2.3437,453,-878,-31,0
151,2.3594,503,-953,-179,0
152,2.3750,74,-1011,-156,0
153,2.3906,66,-1000,-183,0
154,2.4062,320,-964,-54,0
155,2.4219,300,-945,23,0
156,2.4375,367,-929,35,0
157,2.4531,324,-960,-66,0
158,2.4687,207,-1000,-109,0
159,2.4844,175,-1007,-97,0
160,2.5000,238,-996,-105,0
161,2.5156,273,-976,-109,0
162,2.5312,246,-988,-66,0
163,2.5469,226,-980,-74,0
164,2.5625,230,-996,-93,0
165,2.5781,226,-984,-136,0
166,2.5937,203,-988,-85,0
167,2.6094,199,-984,-42,0
168,2.6250,171,-996,-78,0
169,2.6406,148,-1007,-97,0
170,2.6562,160,-996,-113,0
171,2.6719,191,-1007,-89,0
172,2.6875,171,-1003,-117,0
173,2.7031,175,-1023,-58,0
174,2.7187,156,-1027,-97,0
175,2.7344,175,-1050,-70,0
176,2.7500,175,-1050,-144,0
177,2.7656,136,-1054,-171,0
178,2.7812,113,-1039,-187,0
179,2.7969,105,-1078,-164,0
180,2.8125,105,-1066,-187,0
181,2.8281,105,-1070,-222,0
182,2.8437,148,-1054,-191,0
183,2.8594,148,-1062,-179,0
184,2.8750,148,-1164,-316,0
185,2.8906,203,-1488,-78,0
186,2.9062,585,-1339,-246,0
187,2.9219,300,-1296,-320,0
188,2.9375,234,-1332,-296,0
189,2.9531,269,-1238,-179,0
190,2.9687,171,-1011,-195,0
191,2.9844,78,-1082,0,0
192,3.0000,11,-1113,203,0
193,3.0156,640,-867,-78,0
194,3.0312,867,-761,238,0
195,3.0469,253,-835,222,0
196,3.0625,507,-699,199,0
197,3.0781,468,-703,117,0
198,3.0937,355,-722,0,0
199,3.1094,292,-808,11,0
200,3.1250,273,-886,-11,0
201,3.1406,257,-910,-27,0
202,3.1562,191,-972,-23,0
203,3.1719,171,-1027,-101,0
204,3.1875,144,-1039,-167,0
205,3.2031,136,-1046,-187,0
206,3.2187,152,-1066,-191,0
207,3.2344,156,-1093,-207,0
208,3.2500,148,-1140,-269,0
209,3.2656,128,-1167,-242,0
210,3.2812,144,-1199,-324,0
211,3.2969,164,-1242,-398,0
212,3.3125,148,-1234,-429,0
213,3.3281,105,-1312,-433,0
214,3.3437,167,-1304,-449,0
215,3.3594,105,-1324,-410,0
216,3.3750,-50,-1312,-394,0
217,3.3906,-78,-1289,-429,0
218,3.4062,-136,-1250,-410,0
219,3.4219,-199,-1222,-386,0
220,3.4375,-234,-1214,-324,0
221,3.4531,-347,-1210,-281,0
222,3.4687,-441,-1148,-296,0
223,3.4844,-492,-1105,-261,0
224,3.5000,-382,-1085,-253,0
225,3.5156,-316,-1109,-191,0
226,3.5312,-257,-1085,-109,0
227,3.5469,-179,-1035,-62,0
228,3.5625,-31,-996,42,0
229,3.5781,78,-1019,472,0
230,3.5937,3066,19,-664,0
231,3.6094,875,-2152,-402,0
232,3.6250,-343,-1695,164,0
233,3.6406,453,-1019,-378,0
234,3.6562,1035,-777,-238,0
235,3.6719,203,-1000,-125,0
236,3.6875,308,-851,-27,0
237,3.7031,507,-953,-50,0
238,3.7187,187,-996,-85,0
239,3.7344,50,-1078,-101,0
240,3.7500,246,-1007,-121,0
241,3.7656,312,-1000,-97,0
242,3.7812,277,-960,-31,0
243,3.7969,238,-972,-27,0
244,3.8125,218,-992,-97,0
245,3.8281,238,-972,-89,0
246,3.8437,312,-960,-121,0
247,3.8594,296,-949,-89,0
248,3.8750,265,-980,-58,0
249,3.8906,261,-972,-54,0
250,3.9062,238,-972,-82,0
251,3.9219,253,-976,-109,0
252,3.9375,261,-972,-78,0
253,3.9531,238,-984,-7,0
254,3.9687,222,-996,-23,0
255,3.9844,179,-1000,-78,0
256,4.0000,187,-1000,-58,0
257,4.0156,207,-1000,-62,0
258,4.0312,167,-996,-85,0
259,4.0469,160,-1000,-74,0
260,4.0625,148,-1007,-105,0
261,4.0781,187,-988,-101,0
262,4.0937,152,-1000,-82,0
263,4.1094,148,-980,-85,0
264,4.1250,179,-984,-42,0
265,4.1406,160,-984,-105,0
266,4.1562,183,-996,-125,0
